# snap_directory log_total_column_density curr_spectrum ion  radius gal_R200 gal_M200
# /cosma5/data/dp004/dc-oppe1/Halo_x001/data_007_x001_eagle.NEQ.snap023restart 15.643 Spectrum11 h1 35.257 176.286 11.849
# velocity_array ion_flux optical_depth
-6.561e+02 1.000e+00 7.295e-10
-6.547e+02 1.000e+00 7.376e-10
-6.533e+02 1.000e+00 7.457e-10
-6.519e+02 1.000e+00 7.539e-10
-6.505e+02 1.000e+00 7.620e-10
-6.491e+02 1.000e+00 7.702e-10
-6.477e+02 1.000e+00 7.784e-10
-6.463e+02 1.000e+00 7.867e-10
-6.449e+02 1.000e+00 7.949e-10
-6.435e+02 1.000e+00 8.031e-10
-6.421e+02 1.000e+00 8.114e-10
-6.407e+02 1.000e+00 8.196e-10
-6.393e+02 1.000e+00 8.278e-10
-6.379e+02 1.000e+00 8.360e-10
-6.365e+02 1.000e+00 8.441e-10
-6.351e+02 1.000e+00 8.522e-10
-6.337e+02 1.000e+00 8.603e-10
-6.323e+02 1.000e+00 8.683e-10
-6.309e+02 1.000e+00 8.763e-10
-6.295e+02 1.000e+00 8.842e-10
-6.281e+02 1.000e+00 8.920e-10
-6.267e+02 1.000e+00 8.998e-10
-6.253e+02 1.000e+00 9.075e-10
-6.239e+02 1.000e+00 9.151e-10
-6.225e+02 1.000e+00 9.227e-10
-6.211e+02 1.000e+00 9.301e-10
-6.197e+02 1.000e+00 9.374e-10
-6.183e+02 1.000e+00 9.447e-10
-6.169e+02 1.000e+00 9.518e-10
-6.155e+02 1.000e+00 9.588e-10
-6.141e+02 1.000e+00 9.656e-10
-6.127e+02 1.000e+00 9.724e-10
-6.113e+02 1.000e+00 9.789e-10
-6.099e+02 1.000e+00 9.854e-10
-6.085e+02 1.000e+00 9.917e-10
-6.071e+02 1.000e+00 9.978e-10
-6.057e+02 1.000e+00 1.004e-09
-6.043e+02 1.000e+00 1.010e-09
-6.029e+02 1.000e+00 1.015e-09
-6.015e+02 1.000e+00 1.021e-09
-6.001e+02 1.000e+00 1.026e-09
-5.987e+02 1.000e+00 1.031e-09
-5.973e+02 1.000e+00 1.036e-09
-5.959e+02 1.000e+00 1.041e-09
-5.945e+02 1.000e+00 1.045e-09
-5.931e+02 1.000e+00 1.049e-09
-5.917e+02 1.000e+00 1.053e-09
-5.903e+02 1.000e+00 1.056e-09
-5.889e+02 1.000e+00 1.058e-09
-5.875e+02 1.000e+00 1.060e-09
-5.861e+02 1.000e+00 1.061e-09
-5.847e+02 1.000e+00 1.061e-09
-5.833e+02 1.000e+00 1.061e-09
-5.819e+02 1.000e+00 1.060e-09
-5.805e+02 1.000e+00 1.058e-09
-5.791e+02 1.000e+00 1.056e-09
-5.777e+02 1.000e+00 1.053e-09
-5.763e+02 1.000e+00 1.049e-09
-5.749e+02 1.000e+00 1.045e-09
-5.735e+02 1.000e+00 1.041e-09
-5.721e+02 1.000e+00 1.036e-09
-5.707e+02 1.000e+00 1.032e-09
-5.693e+02 1.000e+00 1.026e-09
-5.679e+02 1.000e+00 1.021e-09
-5.665e+02 1.000e+00 1.015e-09
-5.651e+02 1.000e+00 1.010e-09
-5.637e+02 1.000e+00 1.004e-09
-5.623e+02 1.000e+00 9.979e-10
-5.609e+02 1.000e+00 9.921e-10
-5.595e+02 1.000e+00 9.863e-10
-5.581e+02 1.000e+00 9.805e-10
-5.567e+02 1.000e+00 9.749e-10
-5.553e+02 1.000e+00 9.694e-10
-5.539e+02 1.000e+00 9.641e-10
-5.525e+02 1.000e+00 9.590e-10
-5.511e+02 1.000e+00 9.541e-10
-5.497e+02 1.000e+00 9.495e-10
-5.483e+02 1.000e+00 9.451e-10
-5.469e+02 1.000e+00 9.410e-10
-5.455e+02 1.000e+00 9.372e-10
-5.441e+02 1.000e+00 9.338e-10
-5.427e+02 1.000e+00 9.307e-10
-5.413e+02 1.000e+00 9.280e-10
-5.399e+02 1.000e+00 9.257e-10
-5.385e+02 1.000e+00 9.240e-10
-5.371e+02 1.000e+00 9.228e-10
-5.357e+02 1.000e+00 9.222e-10
-5.343e+02 1.000e+00 9.223e-10
-5.329e+02 1.000e+00 9.228e-10
-5.315e+02 1.000e+00 9.239e-10
-5.301e+02 1.000e+00 9.255e-10
-5.287e+02 1.000e+00 9.277e-10
-5.273e+02 1.000e+00 9.305e-10
-5.259e+02 1.000e+00 9.338e-10
-5.245e+02 1.000e+00 9.379e-10
-5.231e+02 1.000e+00 9.426e-10
-5.217e+02 1.000e+00 9.480e-10
-5.203e+02 1.000e+00 9.542e-10
-5.189e+02 1.000e+00 9.612e-10
-5.175e+02 1.000e+00 9.691e-10
-5.161e+02 1.000e+00 9.779e-10
-5.147e+02 1.000e+00 9.875e-10
-5.133e+02 1.000e+00 9.978e-10
-5.119e+02 1.000e+00 1.009e-09
-5.105e+02 1.000e+00 1.020e-09
-5.091e+02 1.000e+00 1.031e-09
-5.077e+02 1.000e+00 1.043e-09
-5.063e+02 1.000e+00 1.055e-09
-5.049e+02 1.000e+00 1.066e-09
-5.035e+02 1.000e+00 1.079e-09
-5.021e+02 1.000e+00 1.092e-09
-5.007e+02 1.000e+00 1.106e-09
-4.993e+02 1.000e+00 1.121e-09
-4.979e+02 1.000e+00 1.138e-09
-4.965e+02 1.000e+00 1.158e-09
-4.951e+02 1.000e+00 1.180e-09
-4.937e+02 1.000e+00 1.205e-09
-4.923e+02 1.000e+00 1.233e-09
-4.909e+02 1.000e+00 1.265e-09
-4.895e+02 1.000e+00 1.301e-09
-4.881e+02 1.000e+00 1.341e-09
-4.867e+02 1.000e+00 1.386e-09
-4.853e+02 1.000e+00 1.436e-09
-4.839e+02 1.000e+00 1.492e-09
-4.825e+02 1.000e+00 1.555e-09
-4.811e+02 1.000e+00 1.624e-09
-4.797e+02 1.000e+00 1.700e-09
-4.783e+02 1.000e+00 1.783e-09
-4.769e+02 1.000e+00 1.875e-09
-4.755e+02 1.000e+00 1.976e-09
-4.741e+02 1.000e+00 2.087e-09
-4.727e+02 1.000e+00 2.208e-09
-4.713e+02 1.000e+00 2.340e-09
-4.699e+02 1.000e+00 2.485e-09
-4.685e+02 1.000e+00 2.642e-09
-4.671e+02 1.000e+00 2.814e-09
-4.657e+02 1.000e+00 3.002e-09
-4.643e+02 1.000e+00 3.207e-09
-4.629e+02 1.000e+00 3.431e-09
-4.615e+02 1.000e+00 3.676e-09
-4.601e+02 1.000e+00 3.943e-09
-4.587e+02 1.000e+00 4.235e-09
-4.573e+02 1.000e+00 4.555e-09
-4.559e+02 1.000e+00 4.904e-09
-4.545e+02 1.000e+00 5.285e-09
-4.531e+02 1.000e+00 5.703e-09
-4.517e+02 1.000e+00 6.160e-09
-4.503e+02 1.000e+00 6.660e-09
-4.489e+02 1.000e+00 7.208e-09
-4.475e+02 1.000e+00 7.809e-09
-4.461e+02 1.000e+00 8.466e-09
-4.447e+02 1.000e+00 9.188e-09
-4.433e+02 1.000e+00 9.979e-09
-4.419e+02 1.000e+00 1.085e-08
-4.405e+02 1.000e+00 1.180e-08
-4.391e+02 1.000e+00 1.284e-08
-4.377e+02 1.000e+00 1.399e-08
-4.363e+02 1.000e+00 1.525e-08
-4.349e+02 1.000e+00 1.663e-08
-4.335e+02 1.000e+00 1.814e-08
-4.321e+02 1.000e+00 1.980e-08
-4.307e+02 1.000e+00 2.163e-08
-4.293e+02 1.000e+00 2.363e-08
-4.279e+02 1.000e+00 2.583e-08
-4.265e+02 1.000e+00 2.824e-08
-4.251e+02 1.000e+00 3.089e-08
-4.237e+02 1.000e+00 3.379e-08
-4.223e+02 1.000e+00 3.698e-08
-4.209e+02 1.000e+00 4.047e-08
-4.195e+02 1.000e+00 4.431e-08
-4.181e+02 1.000e+00 4.852e-08
-4.167e+02 1.000e+00 5.313e-08
-4.153e+02 1.000e+00 5.820e-08
-4.139e+02 1.000e+00 6.376e-08
-4.125e+02 1.000e+00 6.985e-08
-4.111e+02 1.000e+00 7.654e-08
-4.097e+02 1.000e+00 8.387e-08
-4.083e+02 1.000e+00 9.191e-08
-4.069e+02 1.000e+00 1.007e-07
-4.055e+02 1.000e+00 1.104e-07
-4.041e+02 1.000e+00 1.210e-07
-4.027e+02 1.000e+00 1.326e-07
-4.013e+02 1.000e+00 1.453e-07
-3.999e+02 1.000e+00 1.593e-07
-3.985e+02 1.000e+00 1.745e-07
-3.971e+02 1.000e+00 1.913e-07
-3.957e+02 1.000e+00 2.096e-07
-3.943e+02 1.000e+00 2.297e-07
-3.929e+02 1.000e+00 2.517e-07
-3.915e+02 1.000e+00 2.758e-07
-3.901e+02 1.000e+00 3.022e-07
-3.887e+02 1.000e+00 3.311e-07
-3.873e+02 1.000e+00 3.627e-07
-3.859e+02 1.000e+00 3.974e-07
-3.845e+02 1.000e+00 4.353e-07
-3.831e+02 1.000e+00 4.768e-07
-3.817e+02 1.000e+00 5.222e-07
-3.803e+02 1.000e+00 5.719e-07
-3.789e+02 1.000e+00 6.263e-07
-3.775e+02 1.000e+00 6.858e-07
-3.761e+02 1.000e+00 7.509e-07
-3.747e+02 1.000e+00 8.222e-07
-3.733e+02 1.000e+00 9.000e-07
-3.719e+02 1.000e+00 9.852e-07
-3.705e+02 1.000e+00 1.078e-06
-3.691e+02 1.000e+00 1.180e-06
-3.677e+02 1.000e+00 1.292e-06
-3.663e+02 1.000e+00 1.413e-06
-3.649e+02 1.000e+00 1.547e-06
-3.635e+02 1.000e+00 1.692e-06
-3.621e+02 1.000e+00 1.851e-06
-3.607e+02 1.000e+00 2.025e-06
-3.593e+02 1.000e+00 2.215e-06
-3.579e+02 1.000e+00 2.423e-06
-3.565e+02 1.000e+00 2.650e-06
-3.551e+02 1.000e+00 2.898e-06
-3.537e+02 1.000e+00 3.169e-06
-3.523e+02 1.000e+00 3.465e-06
-3.509e+02 1.000e+00 3.789e-06
-3.495e+02 1.000e+00 4.142e-06
-3.481e+02 1.000e+00 4.528e-06
-3.467e+02 1.000e+00 4.950e-06
-3.453e+02 1.000e+00 5.410e-06
-3.439e+02 1.000e+00 5.913e-06
-3.425e+02 1.000e+00 6.461e-06
-3.411e+02 1.000e+00 7.061e-06
-3.397e+02 1.000e+00 7.715e-06
-3.383e+02 1.000e+00 8.429e-06
-3.369e+02 1.000e+00 9.209e-06
-3.355e+02 1.000e+00 1.006e-05
-3.341e+02 1.000e+00 1.099e-05
-3.327e+02 1.000e+00 1.200e-05
-3.313e+02 1.000e+00 1.311e-05
-3.299e+02 1.000e+00 1.431e-05
-3.285e+02 1.000e+00 1.563e-05
-3.271e+02 1.000e+00 1.706e-05
-3.257e+02 1.000e+00 1.863e-05
-3.243e+02 1.000e+00 2.033e-05
-3.229e+02 1.000e+00 2.219e-05
-3.215e+02 1.000e+00 2.422e-05
-3.201e+02 1.000e+00 2.643e-05
-3.187e+02 1.000e+00 2.884e-05
-3.173e+02 1.000e+00 3.147e-05
-3.159e+02 1.000e+00 3.433e-05
-3.145e+02 1.000e+00 3.745e-05
-3.131e+02 1.000e+00 4.084e-05
-3.117e+02 1.000e+00 4.454e-05
-3.103e+02 1.000e+00 4.856e-05
-3.089e+02 9.999e-01 5.294e-05
-3.075e+02 9.999e-01 5.770e-05
-3.061e+02 9.999e-01 6.288e-05
-3.047e+02 9.999e-01 6.851e-05
-3.033e+02 9.999e-01 7.463e-05
-3.019e+02 9.999e-01 8.129e-05
-3.005e+02 9.999e-01 8.853e-05
-2.991e+02 9.999e-01 9.639e-05
-2.977e+02 9.999e-01 1.049e-04
-2.963e+02 9.999e-01 1.142e-04
-2.949e+02 9.999e-01 1.243e-04
-2.935e+02 9.999e-01 1.353e-04
-2.921e+02 9.999e-01 1.473e-04
-2.907e+02 9.998e-01 1.602e-04
-2.893e+02 9.998e-01 1.743e-04
-2.879e+02 9.998e-01 1.895e-04
-2.865e+02 9.998e-01 2.061e-04
-2.851e+02 9.998e-01 2.241e-04
-2.837e+02 9.998e-01 2.436e-04
-2.823e+02 9.997e-01 2.648e-04
-2.809e+02 9.997e-01 2.878e-04
-2.795e+02 9.997e-01 3.127e-04
-2.781e+02 9.997e-01 3.397e-04
-2.767e+02 9.996e-01 3.690e-04
-2.753e+02 9.996e-01 4.008e-04
-2.739e+02 9.996e-01 4.352e-04
-2.725e+02 9.995e-01 4.725e-04
-2.711e+02 9.995e-01 5.129e-04
-2.697e+02 9.994e-01 5.568e-04
-2.683e+02 9.994e-01 6.042e-04
-2.669e+02 9.993e-01 6.556e-04
-2.655e+02 9.993e-01 7.113e-04
-2.641e+02 9.992e-01 7.716e-04
-2.627e+02 9.992e-01 8.369e-04
-2.613e+02 9.991e-01 9.076e-04
-2.599e+02 9.990e-01 9.842e-04
-2.585e+02 9.989e-01 1.067e-03
-2.571e+02 9.988e-01 1.157e-03
-2.557e+02 9.987e-01 1.254e-03
-2.543e+02 9.986e-01 1.359e-03
-2.529e+02 9.985e-01 1.473e-03
-2.515e+02 9.984e-01 1.597e-03
-2.501e+02 9.983e-01 1.730e-03
-2.487e+02 9.981e-01 1.875e-03
-2.473e+02 9.980e-01 2.032e-03
-2.459e+02 9.978e-01 2.201e-03
-2.445e+02 9.976e-01 2.385e-03
-2.431e+02 9.974e-01 2.584e-03
-2.417e+02 9.972e-01 2.799e-03
-2.403e+02 9.970e-01 3.032e-03
-2.389e+02 9.967e-01 3.284e-03
-2.375e+02 9.964e-01 3.558e-03
-2.361e+02 9.962e-01 3.854e-03
-2.347e+02 9.958e-01 4.175e-03
-2.333e+02 9.955e-01 4.522e-03
-2.319e+02 9.951e-01 4.898e-03
-2.305e+02 9.947e-01 5.305e-03
-2.291e+02 9.943e-01 5.747e-03
-2.277e+02 9.938e-01 6.225e-03
-2.263e+02 9.933e-01 6.743e-03
-2.249e+02 9.927e-01 7.304e-03
-2.235e+02 9.921e-01 7.912e-03
-2.221e+02 9.915e-01 8.571e-03
-2.207e+02 9.908e-01 9.286e-03
-2.193e+02 9.900e-01 1.006e-02
-2.179e+02 9.892e-01 1.090e-02
-2.165e+02 9.883e-01 1.181e-02
-2.151e+02 9.873e-01 1.279e-02
-2.137e+02 9.862e-01 1.386e-02
-2.123e+02 9.851e-01 1.502e-02
-2.109e+02 9.839e-01 1.627e-02
-2.095e+02 9.825e-01 1.763e-02
-2.081e+02 9.811e-01 1.911e-02
-2.067e+02 9.795e-01 2.071e-02
-2.053e+02 9.778e-01 2.244e-02
-2.039e+02 9.760e-01 2.432e-02
-2.025e+02 9.740e-01 2.636e-02
-2.011e+02 9.718e-01 2.858e-02
-1.997e+02 9.695e-01 3.097e-02
-1.983e+02 9.670e-01 3.358e-02
-1.969e+02 9.643e-01 3.640e-02
-1.955e+02 9.613e-01 3.946e-02
-1.941e+02 9.581e-01 4.278e-02
-1.927e+02 9.547e-01 4.639e-02
-1.914e+02 9.509e-01 5.030e-02
-1.900e+02 9.469e-01 5.453e-02
-1.886e+02 9.426e-01 5.913e-02
-1.872e+02 9.379e-01 6.412e-02
-1.858e+02 9.328e-01 6.952e-02
-1.844e+02 9.274e-01 7.538e-02
-1.830e+02 9.215e-01 8.173e-02
-1.816e+02 9.152e-01 8.861e-02
-1.802e+02 9.084e-01 9.606e-02
-1.788e+02 9.011e-01 1.041e-01
-1.774e+02 8.933e-01 1.129e-01
-1.760e+02 8.849e-01 1.223e-01
-1.746e+02 8.759e-01 1.325e-01
-1.732e+02 8.663e-01 1.436e-01
-1.718e+02 8.560e-01 1.555e-01
-1.704e+02 8.451e-01 1.683e-01
-1.690e+02 8.335e-01 1.822e-01
-1.676e+02 8.211e-01 1.971e-01
-1.662e+02 8.081e-01 2.131e-01
-1.648e+02 7.942e-01 2.304e-01
-1.634e+02 7.797e-01 2.489e-01
-1.620e+02 7.644e-01 2.687e-01
-1.606e+02 7.484e-01 2.899e-01
-1.592e+02 7.316e-01 3.125e-01
-1.578e+02 7.141e-01 3.367e-01
-1.564e+02 6.960e-01 3.624e-01
-1.550e+02 6.772e-01 3.898e-01
-1.536e+02 6.578e-01 4.189e-01
-1.522e+02 6.378e-01 4.497e-01
-1.508e+02 6.174e-01 4.822e-01
-1.494e+02 5.966e-01 5.166e-01
-1.480e+02 5.754e-01 5.528e-01
-1.466e+02 5.539e-01 5.908e-01
-1.452e+02 5.322e-01 6.308e-01
-1.438e+02 5.103e-01 6.727e-01
-1.424e+02 4.885e-01 7.165e-01
-1.410e+02 4.666e-01 7.622e-01
-1.396e+02 4.449e-01 8.099e-01
-1.382e+02 4.234e-01 8.595e-01
-1.368e+02 4.021e-01 9.110e-01
-1.354e+02 3.812e-01 9.645e-01
-1.340e+02 3.607e-01 1.020e+00
-1.326e+02 3.406e-01 1.077e+00
-1.312e+02 3.211e-01 1.136e+00
-1.298e+02 3.022e-01 1.197e+00
-1.284e+02 2.839e-01 1.259e+00
-1.270e+02 2.663e-01 1.323e+00
-1.256e+02 2.494e-01 1.388e+00
-1.242e+02 2.333e-01 1.456e+00
-1.228e+02 2.178e-01 1.524e+00
-1.214e+02 2.030e-01 1.594e+00
-1.200e+02 1.888e-01 1.667e+00
-1.186e+02 1.751e-01 1.742e+00
-1.172e+02 1.617e-01 1.822e+00
-1.158e+02 1.483e-01 1.909e+00
-1.144e+02 1.345e-01 2.006e+00
-1.130e+02 1.200e-01 2.120e+00
-1.116e+02 1.043e-01 2.260e+00
-1.102e+02 8.729e-02 2.439e+00
-1.088e+02 6.914e-02 2.672e+00
-1.074e+02 5.076e-02 2.981e+00
-1.060e+02 3.367e-02 3.391e+00
-1.046e+02 1.962e-02 3.931e+00
-1.032e+02 9.758e-03 4.630e+00
-1.018e+02 4.031e-03 5.514e+00
-1.004e+02 1.357e-03 6.602e+00
-9.895e+01 3.695e-04 7.903e+00
-9.755e+01 8.212e-05 9.407e+00
-9.615e+01 1.535e-05 1.108e+01
-9.475e+01 2.539e-06 1.288e+01
-9.335e+01 3.995e-07 1.473e+01
-9.195e+01 6.524e-08 1.655e+01
-9.055e+01 1.216e-08 1.823e+01
-8.915e+01 2.836e-09 1.968e+01
-8.775e+01 8.967e-10 2.083e+01
-8.635e+01 4.072e-10 2.162e+01
-8.496e+01 2.734e-10 2.202e+01
-8.356e+01 2.713e-10 2.203e+01
-8.216e+01 3.861e-10 2.168e+01
-8.076e+01 7.482e-10 2.101e+01
-7.936e+01 1.848e-09 2.011e+01
-7.796e+01 5.419e-09 1.903e+01
-7.656e+01 1.764e-08 1.785e+01
-7.516e+01 6.016e-08 1.663e+01
-7.376e+01 2.058e-07 1.540e+01
-7.236e+01 6.858e-07 1.419e+01
-7.096e+01 2.187e-06 1.303e+01
-6.956e+01 6.628e-06 1.192e+01
-6.816e+01 1.905e-05 1.087e+01
-6.676e+01 5.195e-05 9.865e+00
-6.536e+01 1.347e-04 8.913e+00
-6.396e+01 3.314e-04 8.012e+00
-6.256e+01 7.728e-04 7.165e+00
-6.116e+01 1.701e-03 6.377e+00
-5.976e+01 3.515e-03 5.651e+00
-5.836e+01 6.790e-03 4.992e+00
-5.696e+01 1.221e-02 4.405e+00
-5.556e+01 2.042e-02 3.891e+00
-5.416e+01 3.169e-02 3.452e+00
-5.276e+01 4.577e-02 3.084e+00
-5.136e+01 6.169e-02 2.786e+00
-4.996e+01 7.799e-02 2.551e+00
-4.856e+01 9.300e-02 2.375e+00
-4.716e+01 1.053e-01 2.251e+00
-4.576e+01 1.139e-01 2.172e+00
-4.436e+01 1.185e-01 2.133e+00
-4.296e+01 1.194e-01 2.125e+00
-4.156e+01 1.171e-01 2.144e+00
-4.016e+01 1.124e-01 2.185e+00
-3.876e+01 1.061e-01 2.243e+00
-3.736e+01 9.885e-02 2.314e+00
-3.596e+01 9.121e-02 2.395e+00
-3.456e+01 8.358e-02 2.482e+00
-3.316e+01 7.625e-02 2.574e+00
-3.176e+01 6.935e-02 2.669e+00
-3.036e+01 6.296e-02 2.765e+00
-2.896e+01 5.709e-02 2.863e+00
-2.756e+01 5.170e-02 2.962e+00
-2.616e+01 4.673e-02 3.063e+00
-2.476e+01 4.210e-02 3.168e+00
-2.336e+01 3.773e-02 3.277e+00
-2.196e+01 3.355e-02 3.395e+00
-2.056e+01 2.948e-02 3.524e+00
-1.916e+01 2.549e-02 3.670e+00
-1.776e+01 2.152e-02 3.839e+00
-1.636e+01 1.757e-02 4.041e+00
-1.496e+01 1.365e-02 4.294e+00
-1.356e+01 9.819e-03 4.623e+00
-1.216e+01 6.259e-03 5.074e+00
-1.076e+01 3.286e-03 5.718e+00
-9.359e+00 1.263e-03 6.674e+00
-7.959e+00 2.970e-04 8.122e+00
-6.559e+00 3.284e-05 1.032e+01
-5.159e+00 1.192e-06 1.364e+01
-3.759e+00 9.000e-09 1.853e+01
-2.359e+00 8.347e-12 2.551e+01
-9.590e-01 5.561e-16 3.513e+01
4.410e-01 1.706e-21 4.782e+01
1.841e+00 1.937e-28 6.381e+01
